project;watchers;stargazers;subscribers;forks;is_forked
sizmek-public/fast-string-interpolator;63;63;13;4;false
Sizmek/fast-string-interpolator;63;63;13;4;false
sizmek-public/fast-string-interpolator;63;63;13;4;false
plokhotnyuk/fast-string-interpolator;63;63;13;4;false
sizmek/fast-string-interpolator;63;63;13;4;false
Sizmek/fast-string-interpolator;63;63;13;4;false
sizmek/fast-string-interpolator;63;63;13;4;false
sizmek-public/fast-string-interpolator;63;63;13;4;false
plokhotnyuk/fast-string-interpolator;63;63;13;4;false
japgolly/scalajs-benchmark;62;62;8;5;false
japgolly/scalajs-benchmark;62;62;8;5;false
ccadllc/cedi-dtrace;59;59;7;11;false
ccadllc/cedi-dtrace;59;59;7;11;false
softwaremill/sbt-softwaremill;58;58;28;11;false
ThoughtWorksInc/enableIf.scala;57;57;25;4;false
ThoughtWorksInc/enableIf.scala;57;57;25;4;false
molikto/mlang;57;57;7;3;false
kubukoz/brick-store;56;56;4;3;false
scodec/scodec-stream;56;56;8;22;false
scodec/scodec-stream;56;56;8;22;false
kubukoz/brick-store;56;56;4;3;false
ThoughtWorksInc/todo;55;55;11;4;false
ThoughtWorksInc/todo;55;55;11;4;false
IronCoreLabs/cats-scalatest;55;55;3;16;false
IronCoreLabs/cats-scalatest;55;55;3;16;false
IronCoreLabs/cats-scalatest;55;55;3;16;false
ThoughtWorksInc/todo;55;55;11;4;false
japgolly/univeq;55;55;3;5;false
dwijnand/sbt-project-graph;54;54;3;7;false
ziyasal/reducio;53;53;2;4;false
profunktor/console4cats;53;53;3;5;false
profunktor/console4cats;53;53;3;5;false
gvolpe/console4cats;53;53;3;5;false
gvolpe/console4cats;53;53;3;5;false
gvolpe/console4cats;53;53;3;5;false
ziyasal/reducio;53;53;2;4;false
lightbend/genjavadoc;50;50;12;33;false
kubukoz/slick-effect;50;50;5;2;false
kubukoz/slick-effect;50;50;5;2;false
lightbend/genjavadoc;50;50;12;33;false
lightbend/genjavadoc;50;50;12;33;false
ChristopherDavenport/epimetheus;48;48;3;4;false
ThoughtWorksInc/sbt-best-practice;45;45;22;8;false
ThoughtWorksInc/sbt-best-practice;45;45;22;8;false
ThoughtWorksInc/sbt-best-practice;45;45;22;8;false
typelevel/sbt-catalysts;43;43;1;15;false
BennyHill/sbt-catalysts;43;43;1;15;false
typelevel/sbt-catalysts;43;43;1;15;false
phenoscape/scowl;43;43;9;9;false
dwijnand/sbt-travisci;43;43;5;10;false
dwijnand/sbt-travisci;43;43;5;10;false
phenoscape/scowl;43;43;9;9;false
BennyHill/sbt-catalysts;43;43;1;15;false
phenoscape/scowl;43;43;9;9;false
azhur/kafka-serde-scala;42;42;4;9;false
azhur/kafka-serde-scala;42;42;4;9;false
azhur/kafka-serde-scala;42;42;4;9;false
playframework/playframework.com;41;41;14;57;false
playframework/playframework.com;41;41;14;57;false
ChristopherDavenport/mules;40;40;2;6;false
ChristopherDavenport/mules;40;40;2;6;false
ChristopherDavenport/mules;40;40;2;6;false
BenFradet/struct-type-encoder;39;39;3;12;false
julien-truffaut/newts;39;39;9;18;false
BenFradet/struct-type-encoder;39;39;3;12;false
BenFradet/struct-type-encoder;39;39;3;12;false
julien-truffaut/newts;39;39;9;18;false
julien-truffaut/newts;39;39;9;18;false
http4s/http4s-jdk-http-client;36;36;5;12;false
http4s/http4s-jdk-http-client;36;36;5;12;false
tanishiking/scalaunfmt;36;36;3;2;false
tanishiking/scalaunfmt;36;36;3;2;false
circe/circe-optics;35;35;1;10;false
circe/circe-optics;35;35;1;10;false
circe/circe-optics;35;35;1;10;false
barambani/http4s-poc-api;34;34;4;7;false
ThoughtWorksInc/future.scala;34;34;19;7;false
barambani/http4s-poc-api;34;34;4;7;false
ThoughtWorksInc/future.scala;34;34;19;7;false
barambani/http4s-poc-api;34;34;4;7;false
ChristopherDavenport/cats-scalacheck;31;31;2;15;false
ChristopherDavenport/cats-scalacheck;31;31;2;15;false
ChristopherDavenport/cats-scalacheck;31;31;2;15;false
rossabaker/jawn-fs2;30;30;15;9;false
coursier/sbt-coursier;30;30;6;23;false
